source,date,author,url,pick,team,player,position,school,conference,draft-id
Walter Football,2024-02-12,Charlie Campbell,https://www.nflmockdraftdatabase.com/mock-drafts/2024/walter-football-2024-charlie-campbell?date=2024-02-12,31,san-francisco-49ers,Xavier Legette,WR,South Carolina,SEC,Walter Football-3-Charlie Campbell
Walter Football,2024-02-12,Charlie Campbell,https://www.nflmockdraftdatabase.com/mock-drafts/2024/walter-football-2024-charlie-campbell?date=2024-02-12,32,kansas-city-chiefs,Keon Coleman,WR,Florida St.,ACC,Walter Football-3-Charlie Campbell
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,1,chicago-bears,Caleb Williams,QB,USC,Pac-12,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,2,washington-commanders,Drake Maye,QB,North Carolina,ACC,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,3,new-england-patriots,Jayden Daniels,QB,LSU,SEC,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,4,arizona-cardinals,Marvin Harrison Jr.,WR,Ohio St.,Big Ten,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,5,los-angeles-chargers,Malik Nabers,WR,LSU,SEC,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,6,new-york-giants,Joe Alt,OT,Notre Dame,FBS Independent,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,7,tennessee-titans,Jared Verse,EDGE,Florida St.,ACC,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,8,atlanta-falcons,Dallas Turner,EDGE,Alabama,SEC,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,9,chicago-bears,Rome Odunze,WR,Washington,Pac-12,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,10,new-york-jets,Olumuyiwa Fashanu,OT,Penn St.,Big Ten,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,11,minnesota-vikings,Byron Murphy,DL,Texas,Big 12,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,12,denver-broncos,J.J. McCarthy,QB,Michigan,Big Ten,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,13,las-vegas-raiders,Terrion Arnold,CB,Alabama,SEC,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,14,new-orleans-saints,Taliese Fuaga,OT,Oregon St.,Pac-12,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,15,indianapolis-colts,Brock Bowers,TE,Georgia,SEC,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,16,seattle-seahawks,Laiatu Latu,EDGE,UCLA,Pac-12,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,17,jacksonville-jaguars,Quinyon Mitchell,CB,Toledo,MAC,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,18,cincinnati-bengals,Troy Fautanu,OT,Washington,Pac-12,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,19,los-angeles-rams,J.C. Latham,OT,Alabama,SEC,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,20,pittsburgh-steelers,Amarius Mims,OT,Georgia,SEC,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,21,miami-dolphins,Brian Thomas Jr.,WR,LSU,SEC,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,22,philadelphia-eagles,Tyler Guyton,OT,Oklahoma,Big 12,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,23,houston-texans,Demeioun Robinson,EDGE,Penn St.,Big Ten,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,24,dallas-cowboys,Nate Wiggins,CB,Clemson,ACC,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,25,green-bay-packers,Jordan Morgan,OT,Arizona,Pac-12,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,26,tampa-bay-buccaneers,Graham Barton,IOL,Duke,ACC,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,27,arizona-cardinals,Cooper DeJean,CB,Iowa,Big Ten,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,28,buffalo-bills,Devontez Walker,WR,North Carolina,ACC,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,29,detroit-lions,Kool-Aid McKinstry,CB,Alabama,SEC,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,30,baltimore-ravens,Jer'Zhan Newton,DL,Illinois,Big Ten,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,31,kansas-city-chiefs,Ennis Rakestraw Jr.,CB,Missouri,SEC,Action Network-1-Nick Guarisco
Action Network,2024-02-11,Nick Guarisco,https://www.nflmockdraftdatabase.com/mock-drafts/2024/action-network-2024-nick-guarisco?date=2024-02-11,32,san-francisco-49ers,Troy Franklin,WR,Oregon,Pac-12,Action Network-1-Nick Guarisco
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,1,washington-commanders,Caleb Williams,QB,USC,Pac-12,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,2,chicago-bears,Marvin Harrison Jr.,WR,Ohio St.,Big Ten,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,3,new-england-patriots,Jayden Daniels,QB,LSU,SEC,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,4,atlanta-falcons,Drake Maye,QB,North Carolina,ACC,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,5,los-angeles-chargers,Malik Nabers,WR,LSU,SEC,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,6,new-york-giants,Rome Odunze,WR,Washington,Pac-12,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,7,tennessee-titans,Joe Alt,OT,Notre Dame,FBS Independent,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,8,arizona-cardinals,Olumuyiwa Fashanu,OT,Penn St.,Big Ten,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,9,chicago-bears,Taliese Fuaga,OT,Oregon St.,Pac-12,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,10,new-york-jets,Brock Bowers,TE,Georgia,SEC,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,11,minnesota-vikings,Dallas Turner,EDGE,Alabama,SEC,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,12,denver-broncos,Laiatu Latu,EDGE,UCLA,Pac-12,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,13,las-vegas-raiders,Terrion Arnold,CB,Alabama,SEC,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,14,new-orleans-saints,Jared Verse,EDGE,Florida St.,ACC,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,15,indianapolis-colts,Nate Wiggins,CB,Clemson,ACC,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,16,minnesota-vikings,J.J. McCarthy,QB,Michigan,Big Ten,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,17,jacksonville-jaguars,Cooper DeJean,CB,Iowa,Big Ten,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,18,cincinnati-bengals,J.C. Latham,OT,Alabama,SEC,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,19,los-angeles-rams,Bralen Trice,EDGE,Washington,Pac-12,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,20,pittsburgh-steelers,Quinyon Mitchell,CB,Toledo,MAC,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,21,miami-dolphins,Troy Fautanu,OT,Washington,Pac-12,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,22,philadelphia-eagles,Kool-Aid McKinstry,CB,Alabama,SEC,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,23,houston-texans,Jer'Zhan Newton,DL,Illinois,Big Ten,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,24,dallas-cowboys,Tyler Guyton,OT,Oklahoma,Big 12,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,25,green-bay-packers,Amarius Mims,OT,Georgia,SEC,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,26,tampa-bay-buccaneers,Darius Robinson,EDGE,Missouri,SEC,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,27,arizona-cardinals,Brian Thomas Jr.,WR,LSU,SEC,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,28,buffalo-bills,Troy Franklin,WR,Oregon,Pac-12,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,29,detroit-lions,Kamari Lassiter,CB,Georgia,SEC,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,30,denver-broncos,Bo Nix,QB,Oregon,Pac-12,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,31,kansas-city-chiefs,Keon Coleman,WR,Florida St.,ACC,Fantasy Pros-4-Dennis Sosic
Fantasy Pros,2024-02-11,Dennis Sosic,https://www.nflmockdraftdatabase.com/mock-drafts/2024/fantasy-pros-2024-dennis-sosic?date=2024-02-11,32,san-francisco-49ers,Demeioun Robinson,EDGE,Penn St.,Big Ten,Fantasy Pros-4-Dennis Sosic
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,1,chicago-bears,Caleb Williams,QB,USC,Pac-12,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,2,washington-commanders,Drake Maye,QB,North Carolina,ACC,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,3,atlanta-falcons,Jayden Daniels,QB,LSU,SEC,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,4,arizona-cardinals,Marvin Harrison Jr.,WR,Ohio St.,Big Ten,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,5,los-angeles-chargers,Joe Alt,OT,Notre Dame,FBS Independent,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,6,new-york-giants,Malik Nabers,WR,LSU,SEC,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,7,tennessee-titans,Olumuyiwa Fashanu,OT,Penn St.,Big Ten,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,8,new-england-patriots,Rome Odunze,WR,Washington,Pac-12,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,9,chicago-bears,Terrion Arnold,CB,Alabama,SEC,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,10,new-york-jets,Taliese Fuaga,OT,Oregon St.,Pac-12,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,11,minnesota-vikings,J.J. McCarthy,QB,Michigan,Big Ten,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,12,denver-broncos,Dallas Turner,EDGE,Alabama,SEC,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,13,las-vegas-raiders,Cooper DeJean,CB,Iowa,Big Ten,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,14,new-orleans-saints,J.C. Latham,OT,Alabama,SEC,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,15,indianapolis-colts,Brock Bowers,TE,Georgia,SEC,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,16,seattle-seahawks,Jackson Powers-Johnson,IOL,Oregon,Pac-12,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,17,jacksonville-jaguars,Laiatu Latu,EDGE,UCLA,Pac-12,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,18,cincinnati-bengals,Jer'Zhan Newton,DL,Illinois,Big Ten,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,19,los-angeles-rams,Quinyon Mitchell,CB,Toledo,MAC,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,20,pittsburgh-steelers,Nate Wiggins,CB,Clemson,ACC,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,21,miami-dolphins,Amarius Mims,OT,Georgia,SEC,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,22,philadelphia-eagles,Brian Thomas Jr.,WR,LSU,SEC,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,23,houston-texans,Jared Verse,EDGE,Florida St.,ACC,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,24,dallas-cowboys,Byron Murphy,DL,Texas,Big 12,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,25,detroit-lions,Kool-Aid McKinstry,CB,Alabama,SEC,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,26,tampa-bay-buccaneers,Bralen Trice,EDGE,Washington,Pac-12,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,27,arizona-cardinals,Ennis Rakestraw Jr.,CB,Missouri,SEC,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,28,buffalo-bills,Troy Franklin,WR,Oregon,Pac-12,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,29,green-bay-packers,Troy Fautanu,OT,Washington,Pac-12,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,30,baltimore-ravens,Ladd McConkey,WR,Georgia,SEC,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,31,san-francisco-49ers,Jordan Morgan,OT,Arizona,Pac-12,Sportsnaut-2-Matt Johnson
Sportsnaut,2024-02-11,Matt Johnson,https://www.nflmockdraftdatabase.com/mock-drafts/2024/sportsnaut-2024-matt-johnson?date=2024-02-11,32,kansas-city-chiefs,Tyler Guyton,OT,Oklahoma,Big 12,Sportsnaut-2-Matt Johnson
CBS,2024-02-09,Tom Fornelli,https://www.nflmockdraftdatabase.com/mock-drafts/2024/cbs-2024-tom-fornelli?date=2024-02-09,1,chicago-bears,Caleb Williams,QB,USC,Pac-12,CBS-12-Tom Fornelli
CBS,2024-02-09,Tom Fornelli,https://www.nflmockdraftdatabase.com/mock-drafts/2024/cbs-2024-tom-fornelli?date=2024-02-09,2,washington-commanders,Drake Maye,QB,North Carolina,ACC,CBS-12-Tom Fornelli
CBS,2024-02-09,Tom Fornelli,https://www.nflmockdraftdatabase.com/mock-drafts/2024/cbs-2024-tom-fornelli?date=2024-02-09,3,new-england-patriots,Marvin Harrison Jr.,WR,Ohio St.,Big Ten,CBS-12-Tom Fornelli
CBS,2024-02-09,Tom Fornelli,https://www.nflmockdraftdatabase.com/mock-drafts/2024/cbs-2024-tom-fornelli?date=2024-02-09,4,arizona-cardinals,Olumuyiwa Fashanu,OT,Penn St.,Big Ten,CBS-12-Tom Fornelli
CBS,2024-02-09,Tom Fornelli,https://www.nflmockdraftdatabase.com/mock-drafts/2024/cbs-2024-tom-fornelli?date=2024-02-09,5,los-angeles-chargers,Joe Alt,OT,Notre Dame,FBS Independent,CBS-12-Tom Fornelli
CBS,2024-02-09,Tom Fornelli,https://www.nflmockdraftdatabase.com/mock-drafts/2024/cbs-2024-tom-fornelli?date=2024-02-09,6,new-york-giants,Malik Nabers,WR,LSU,SEC,CBS-12-Tom Fornelli
CBS,2024-02-09,Tom Fornelli,https://www.nflmockdraftdatabase.com/mock-drafts/2024/cbs-2024-tom-fornelli?date=2024-02-09,7,denver-broncos,J.J. McCarthy,QB,Michigan,Big Ten,CBS-12-Tom Fornelli
CBS,2024-02-09,Tom Fornelli,https://www.nflmockdraftdatabase.com/mock-drafts/2024/cbs-2024-tom-fornelli?date=2024-02-09,8,atlanta-falcons,Jayden Daniels,QB,LSU,SEC,CBS-12-Tom Fornelli
CBS,2024-02-09,Tom Fornelli,https://www.nflmockdraftdatabase.com/mock-drafts/2024/cbs-2024-tom-fornelli?date=2024-02-09,9,chicago-bears,Rome Odunze,WR,Washington,Pac-12,CBS-12-Tom Fornelli
CBS,2024-02-09,Tom Fornelli,https://www.nflmockdraftdatabase.com/mock-drafts/2024/cbs-2024-tom-fornelli?date=2024-02-09,10,new-york-jets,Brock Bowers,TE,Georgia,SEC,CBS-12-Tom Fornelli
CBS,2024-02-09,Tom Fornelli,https://www.nflmockdraftdatabase.com/mock-drafts/2024/cbs-2024-tom-fornelli?date=2024-02-09,11,minnesota-vikings,Dallas Turner,EDGE,Alabama,SEC,CBS-12-Tom Fornelli
